"filename", "language", "PHP", "MS SQL", "XML", "JavaScript", "Markdown", "CSS", "JSON", "YAML", "HTML", "SCSS", "Ruby", "Less", "comment", "blank", "total"
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\fr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\gl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\hr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\hu.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\id.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\it.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ja.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ko.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ku.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\lv.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\nb.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\nl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\oc.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\pl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\pt-br.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\pt.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ro.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ru.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\sk.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\sq.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\sv.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\tr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\ug.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\uk.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\zh-cn.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\lang\zh.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedbase\plugin.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 11
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\embedsemantic\plugin.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 7
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\emoji\assets\iconsall.svg", "XML", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 42
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\emoji\emoji.json", "JSON", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\emoji\lang\en.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\emoji\plugin.js", "JavaScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 27
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\emoji\skins\default.css", "CSS", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 4, 36, 230
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\dialogs\find.js", "JavaScript", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 25
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\af.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ar.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\az.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\bg.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\bn.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\bs.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ca.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\cs.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\cy.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\da.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\de-ch.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\de.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\el.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\en-au.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\en-ca.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\en-gb.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\en.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\eo.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\es-mx.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\es.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\et.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\eu.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\fa.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\fi.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\fo.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\fr-ca.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\fr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\gl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\gu.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\he.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\hi.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\hr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\hu.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\id.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\is.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\it.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ja.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ka.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\km.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ko.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ku.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\lt.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\lv.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\mk.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\mn.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ms.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\nb.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\nl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\no.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\oc.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\pl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\pt-br.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\pt.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ro.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ru.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\si.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sk.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sl.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sq.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sr-latn.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\sv.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\th.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\tr.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\tt.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\ug.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\uk.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\vi.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\zh-cn.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\lang\zh.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\find\plugin.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 6
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\dialogs\flash.js", "JavaScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 24
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\af.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\ar.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\az.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\bg.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\bn.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\bs.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\ca.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\cs.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\cy.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\da.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\de-ch.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\de.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\el.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\en-au.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\en-ca.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\en-gb.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\en.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\eo.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\xampp\htdocs\bolsaEmpleo\Dashboard\assets\js\plugins\ckeditor\plugins\flash\lang\es-mx.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
